date,temperature,humidity,pollution,latitude,longitude
2022-01-01,-0.060635698498329116,65.97789520344597,46.94815961225563,48.7139,44.5167
2022-01-01,3.6616817820882694,49.99563103427968,26.241246470464144,48.7639,44.5433
2022-01-01,1.9515404910799323,61.47630898070983,22.04483620027371,48.6842,44.4639
2022-01-01,2.754290166062143,54.67731972038252,20.63479440838031,48.7653,44.5333
2022-01-01,1.4999478120075076,55.88224190753586,13.730943407455204,48.7264,44.5033
2022-01-02,-1.1195831719001546,59.09539351282357,27.444987358696157,48.7139,44.5167
2022-01-02,0.47744753197065887,57.27010040005055,32.416237740204565,48.7639,44.5433
2022-01-02,-1.3711362500538171,58.7703371829786,42.83323357293769,48.6842,44.4639
2022-01-02,1.430029318255439,60.127777515245,28.339889980557267,48.7653,44.5333
2022-01-02,-5.004254265635659,63.6719427823596,18.174742829823774,48.7264,44.5033
2022-01-03,-0.07192352426327049,59.873879465866196,39.24693365961522,48.7139,44.5167
2022-01-03,3.1183815616972614,62.97083762720316,13.120797305654882,48.7639,44.5433
2022-01-03,1.1586844993354763,59.1024635393202,46.141725765304244,48.6842,44.4639
2022-01-03,-0.8780032317981259,60.73283874617609,39.91118730008431,48.7653,44.5333
2022-01-03,-1.8051679648549694,49.1111091041949,41.918569770905776,48.7264,44.5033
2022-01-04,-1.4361006395510891,59.13856423580133,33.52878977894331,48.7139,44.5167
2022-01-04,-2.9914850684487053,65.20675164047451,43.15155387679497,48.7639,44.5433
2022-01-04,-1.7600336394674447,62.91686021849938,25.796002397990048,48.6842,44.4639
2022-01-04,0.9492779510176623,59.90085970037313,19.800228550337884,48.7653,44.5333
2022-01-04,-2.253724980682242,58.453684960395364,16.305236899917656,48.7264,44.5033
2022-01-05,1.3355338604900455,65.37436001932402,47.4773695873393,48.7139,44.5167
2022-01-05,4.217542356550946,56.07233084559238,37.83465485600087,48.7639,44.5433
2022-01-05,2.445845116375004,61.60116084888369,36.56853164043747,48.6842,44.4639
2022-01-05,2.262916194981579,63.265044609719304,21.650682459700967,48.7653,44.5333
2022-01-05,-3.7491590595198128,59.61348234093329,25.573677115475697,48.7264,44.5033
2022-01-06,3.3876466948273176,57.79844197028811,14.761915016451233,48.7139,44.5167
2022-01-06,-3.52566996336488,59.055762174832,31.82687149909709,48.7639,44.5433
2022-01-06,-2.5158820212374824,68.6273440441871,11.967286037055388,48.6842,44.4639
2022-01-06,0.09890487789582851,64.36693781565995,37.403573477034946,48.7653,44.5333
2022-01-06,-0.8020251394941814,62.20908051146388,44.44273363063675,48.7264,44.5033
2022-01-07,0.7153006831651915,60.98083511960318,41.612167546274264,48.7139,44.5167
2022-01-07,1.830540872094406,61.158021137361345,39.86994352892002,48.7639,44.5433
2022-01-07,1.873284784209988,64.9064677654814,49.7542494288031,48.6842,44.4639
2022-01-07,-3.293867892915556,54.89728004464724,16.511784603506197,48.7653,44.5333
2022-01-07,4.042174938954604,54.128385794515516,38.38113243252256,48.7264,44.5033
2022-01-08,-1.3213301652185803,66.11611681389935,28.918919741555364,48.7139,44.5167
2022-01-08,-0.4047933268510848,67.37164588474717,12.919380520550705,48.7639,44.5433
2022-01-08,1.6132830143252028,57.300553041467374,28.63346773790397,48.6842,44.4639
2022-01-08,2.7857369789760282,68.87870434688486,12.279244841363667,48.7653,44.5333
2022-01-08,-2.2947803946575287,54.39807274976967,15.924576190920732,48.7264,44.5033
2022-01-09,0.24287192416554404,59.572390307187646,49.25859934173441,48.7139,44.5167
2022-01-09,3.9275098741118675,57.654869895036605,40.15347992387362,48.7639,44.5433
2022-01-09,3.310250425757844,57.775934701617864,45.75879529718476,48.6842,44.4639
2022-01-09,-2.2230854544156284,62.24313449510415,23.127680148446515,48.7653,44.5333
2022-01-09,2.6624237365911436,63.40057233660694,13.121690010405423,48.7264,44.5033
2022-01-10,-1.3835745700103121,59.179449524012846,21.786524968011033,48.7139,44.5167
2022-01-10,2.2964521525704518,62.446467162250926,10.929071100523085,48.7639,44.5433
2022-01-10,-3.343270854496554,58.57364291281419,24.12485594500486,48.6842,44.4639
2022-01-10,3.8545215146359446,69.36504424788264,12.835445498468712,48.7653,44.5333
2022-01-10,-5.422698729238549,60.02959702803505,30.89591378130336,48.7264,44.5033
2022-01-11,-0.9070343256137967,62.64599677994977,43.106799052121474,48.7139,44.5167
2022-01-11,-0.9823555315393688,55.74268436487294,45.386699908237496,48.7639,44.5433
2022-01-11,3.723141972175539,53.05616339308658,40.9255921997276,48.6842,44.4639
2022-01-11,-1.6928648795085528,72.62320597747967,24.689172936798496,48.7653,44.5333
2022-01-11,-2.3001127035645776,70.15688535462562,28.78963143737218,48.7264,44.5033
2022-01-12,1.647845004275795,61.249951385152336,15.186484887254426,48.7139,44.5167
2022-01-12,-0.9869631469595324,57.0549333511545,24.748851732432367,48.7639,44.5433
2022-01-12,0.6117452877044671,66.43541525137584,35.021359768050345,48.6842,44.4639
2022-01-12,-0.6844444002744082,69.0166935004357,16.783979542740934,48.7653,44.5333
2022-01-12,-0.17859569744192083,71.98517307689697,20.543379416044566,48.7264,44.5033
2022-01-13,0.7583056036380613,67.87247705709876,16.69192282073253,48.7139,44.5167
2022-01-13,-1.8888814621019576,66.92317202705019,36.56021653495979,48.7639,44.5433
2022-01-13,3.214625261665388,73.80719121476,11.990152589823936,48.6842,44.4639
2022-01-13,-3.976498875233556,73.79101717797832,30.010048811944785,48.7653,44.5333
2022-01-13,0.9169786450165459,64.59521989812318,34.2961046765534,48.7264,44.5033
2022-01-14,-3.0173466001411846,66.70564353824238,42.752769778570666,48.7139,44.5167
2022-01-14,1.292642110968733,64.07172321215604,44.30967832582131,48.7639,44.5433
2022-01-14,-3.223583521135472,69.47656750250088,26.90608891774048,48.6842,44.4639
2022-01-14,2.2955403443623212,65.77946383068446,42.12296426966952,48.7653,44.5333
2022-01-14,-2.744215823878013,65.19190565490926,13.274009060824238,48.7264,44.5033
2022-01-15,2.285863312528404,66.51237306970033,19.672672801968222,48.7139,44.5167
2022-01-15,-2.021530115067816,62.767983483549784,37.996116840697994,48.7639,44.5433
2022-01-15,-2.8832640496532367,70.71771220660851,43.97022413070619,48.6842,44.4639
2022-01-15,1.0212194781444923,61.36292827041948,13.678861914433721,48.7653,44.5333
2022-01-15,-3.851574288114957,65.61158460215458,41.364849934371215,48.7264,44.5033
2022-01-16,6.291765568244536,67.21469177320637,31.451391451448035,48.7139,44.5167
2022-01-16,-0.15980424726558684,65.39654859668842,14.554378930419185,48.7639,44.5433
2022-01-16,4.188772550494276,70.54668588616504,30.5723410683997,48.6842,44.4639
2022-01-16,-3.7294127872227367,61.17279243554802,26.80360993240431,48.7653,44.5333
2022-01-16,-0.7940519763988874,73.94581602163744,36.244917954046755,48.7264,44.5033
2022-01-17,3.8480657747372327,70.30461108599188,41.781779142658436,48.7139,44.5167
2022-01-17,5.019010870445731,59.4591252357739,22.44125419913952,48.7639,44.5433
2022-01-17,-0.5384451841250324,65.10014581772595,19.999991500045084,48.6842,44.4639
2022-01-17,-4.178518565420346,57.014646345812174,41.894222661177324,48.7653,44.5333
2022-01-17,-2.987297106399125,69.26603374833732,15.65125400829257,48.7264,44.5033
2022-01-18,-2.4172329179113397,69.5726124356411,26.422256550306496,48.7139,44.5167
2022-01-18,-4.686416431778838,63.62411138163916,39.89351213027415,48.7639,44.5433
2022-01-18,2.507176046575264,64.89326438216244,44.98207887062293,48.6842,44.4639
2022-01-18,2.67706135041132,69.05128823607488,42.029837679370786,48.7653,44.5333
2022-01-18,2.259891274840537,63.060745372026055,21.021142968181778,48.7264,44.5033
2022-01-19,-1.0533377560294976,71.22754264760754,35.29844251140794,48.7139,44.5167
2022-01-19,-0.8445462959524432,58.40172387877074,33.846256384915804,48.7639,44.5433
2022-01-19,0.33054874158737485,59.834711557990545,35.81876075410609,48.6842,44.4639
2022-01-19,5.083521953718185,74.59940423306972,10.549419290896926,48.7653,44.5333
2022-01-19,3.104132875686447,65.52816013630401,29.16087771339798,48.7264,44.5033
2022-01-20,2.4186181007308822,66.08656057178655,46.71149677310489,48.7139,44.5167
2022-01-20,1.4544122396329329,68.99577725800447,44.608433171770116,48.7639,44.5433
2022-01-20,8.444710367580202,61.78786043122504,11.811294494967779,48.6842,44.4639
2022-01-20,2.0729679528972023,77.8297861345965,23.737576211137853,48.7653,44.5333
2022-01-20,-2.3210579041014485,59.288398696933555,40.51949040332842,48.7264,44.5033
2022-01-21,-2.1590495015170297,65.8627324826202,40.34030895233074,48.7139,44.5167
2022-01-21,-0.02639357100671358,70.52583580927777,14.051700122874333,48.7639,44.5433
2022-01-21,-4.559020078505324,67.85929386726403,40.26810241842811,48.6842,44.4639
2022-01-21,-0.4963986680256798,65.33208299166245,20.14592261638998,48.7653,44.5333
2022-01-21,3.968784064244148,70.07047958279394,40.00104063342193,48.7264,44.5033
2022-01-22,3.0876848465066624,68.34545346731333,34.633478277194655,48.7139,44.5167
2022-01-22,0.5528975505789792,66.22676696646046,30.43698305014327,48.7639,44.5433
2022-01-22,2.8528703905455517,61.669375860144974,28.576109792003273,48.6842,44.4639
2022-01-22,0.8045611817739671,73.316191918989,28.494985441759027,48.7653,44.5333
2022-01-22,2.3314310115018904,66.1172656520335,10.415815371247925,48.7264,44.5033
2022-01-23,4.425220350873632,62.97985696859319,30.388863315968955,48.7139,44.5167
2022-01-23,3.5909397504435,67.5765631770296,19.859413816527454,48.7639,44.5433
2022-01-23,-1.2808769311325405,60.23684648717188,12.544884571001859,48.6842,44.4639
2022-01-23,3.9097433348055914,73.73208391653148,24.995667570027564,48.7653,44.5333
2022-01-23,1.8036834955223584,70.19614671463427,14.641368886230413,48.7264,44.5033
2022-01-24,6.939186351547022,66.99560068797193,11.193089643698757,48.7139,44.5167
2022-01-24,-1.1866325047663884,71.8594594655075,42.73600409927033,48.7639,44.5433
2022-01-24,1.185866820857659,72.51834891022683,29.28273206379248,48.6842,44.4639
2022-01-24,-0.7189204772796018,66.54608275729902,26.034122558922338,48.7653,44.5333
2022-01-24,-5.794046305425996,62.46992827329811,18.196675984635327,48.7264,44.5033
2022-01-25,-0.2432828231587214,74.61260963432663,28.04166340785267,48.7139,44.5167
2022-01-25,-5.560733331398652,68.58161772704342,39.85350667989973,48.7639,44.5433
2022-01-25,1.3292656644753547,65.31483758711701,34.0864398789448,48.6842,44.4639
2022-01-25,-3.0845907828679318,73.49041623155601,38.63701046978986,48.7653,44.5333
2022-01-25,8.346877679854705,68.27474640672065,21.130333161190954,48.7264,44.5033
2022-01-26,0.6436906271230115,70.9980630596897,30.680535179033612,48.7139,44.5167
2022-01-26,-0.02213109873419694,66.0605582996285,36.33076295884353,48.7639,44.5433
2022-01-26,-1.837403121469444,68.02168016643323,25.554221486821813,48.6842,44.4639
2022-01-26,6.277822706443711,76.6081464840011,32.207622795911014,48.7653,44.5333
2022-01-26,-0.10726947727418845,64.16701415860494,11.323832618751922,48.7264,44.5033
2022-01-27,2.7937855679373484,71.81861371831778,41.882055007108406,48.7139,44.5167
2022-01-27,6.0561095321187,65.1190194076368,19.760647366612947,48.7639,44.5433
2022-01-27,3.16439733909207,78.69683331178653,47.2815693827767,48.6842,44.4639
2022-01-27,3.1262354963330363,68.15225850589684,33.238546877850794,48.7653,44.5333
2022-01-27,3.2187091942363755,67.50180187998453,30.78524998810697,48.7264,44.5033
2022-01-28,-0.08463288410145697,59.92098491778914,43.81402589774162,48.7139,44.5167
2022-01-28,-5.305670453784728,61.250065955609315,40.06978076729396,48.7639,44.5433
2022-01-28,1.4968402817241384,78.78124622544972,16.156497190846153,48.6842,44.4639
2022-01-28,0.9728452610573476,77.98376454608632,28.473867686522457,48.7653,44.5333
2022-01-28,-1.9048892500643846,73.9972058508243,47.46107591283862,48.7264,44.5033
2022-01-29,5.220302065846282,68.95657879414335,44.1197360645162,48.7139,44.5167
2022-01-29,9.027264964244809,67.76456826229662,19.37689379019897,48.7639,44.5433
2022-01-29,-3.6053882526106458,60.67417650080542,30.40040596289954,48.6842,44.4639
2022-01-29,-0.675123380790972,71.00173215807604,34.282142932668904,48.7653,44.5333
2022-01-29,-0.6583136053556999,56.48174579988926,35.89106347175712,48.7264,44.5033
2022-01-30,5.1847433323232694,65.2722209906074,20.450941093302546,48.7139,44.5167
2022-01-30,-7.623183721731781,58.32978806449085,20.191498490694716,48.7639,44.5433
2022-01-30,3.176529189628675,69.32667986180421,42.177796863016454,48.6842,44.4639
2022-01-30,-4.317718951012299,70.5255446883841,30.659904116538893,48.7653,44.5333
2022-01-30,2.8292216432034962,70.80675779496528,19.18486152814984,48.7264,44.5033
2022-01-31,1.5591264426508586,67.89358421801973,21.969479397384674,48.7139,44.5167
2022-01-31,5.094654987906033,66.46779769384027,13.989672458907666,48.7639,44.5433
2022-01-31,3.0386131017616167,70.9277891791915,20.704338895686796,48.6842,44.4639
2022-01-31,-2.543558266701803,71.26260733683363,48.13007376844609,48.7653,44.5333
2022-01-31,-1.3635408861150369,79.33565420854897,32.53523803154987,48.7264,44.5033
2022-02-01,-1.365892220140883,71.60816541144881,32.64913286404697,48.7139,44.5167
2022-02-01,-1.844729449458037,65.08557593965338,32.35946137045465,48.7639,44.5433
2022-02-01,2.1589025881564003,74.75933797540462,32.56366884967961,48.6842,44.4639
2022-02-01,-0.2717268786864828,71.38922926168392,42.76090192722612,48.7653,44.5333
2022-02-01,-2.758336176633277,67.78312657849673,22.700876226201963,48.7264,44.5033
2022-02-02,4.577351811699172,62.19671285429534,19.31809836554542,48.7139,44.5167
2022-02-02,1.3210314556525538,62.027071460112786,20.099297840176675,48.7639,44.5433
2022-02-02,-2.0460751664171237,71.67254796187227,34.12179322997268,48.6842,44.4639
2022-02-02,-1.736767249738504,71.17124895867607,38.72388843983947,48.7653,44.5333
2022-02-02,2.137509139805949,69.69577584665602,23.16151097938252,48.7264,44.5033
2022-02-03,-0.5375831299038825,60.87626008659943,40.45805512923456,48.7139,44.5167
2022-02-03,6.085196896561575,65.69107472949923,36.58560693967584,48.7639,44.5433
2022-02-03,2.2151203380423414,68.76119498782283,21.390507323717483,48.6842,44.4639
2022-02-03,9.740403710127532,72.54895805669295,13.613135829247796,48.7653,44.5333
2022-02-03,3.41437862750765,63.00692366070045,11.463435000411732,48.7264,44.5033
2022-02-04,-2.575572614441276,67.42748400521984,16.948068681941464,48.7139,44.5167
2022-02-04,3.828294156248175,70.26515477511226,35.6628434353454,48.7639,44.5433
